,,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,GTDB Domain,GTDB Phylum,GTDB Class,GTDB Order,GTDB Family,GTDB Genus,GTDB Species,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity,Genome Size  * assembled,Gene Count  * assembled
1475,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Aceto Balsamico, Core 4573-23, AB, 0-3 cm",Michigan State University,3300033151,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,896120870,990079
1476,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-19, Meg19, 10-12 cm",Michigan State University,3300033153,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,1872126339,2154640
1477,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 2-4 cm",Michigan State University,3300033155,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,1346661274,1538848
1478,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 16-18 cm",Michigan State University,3300033156,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,644378732,713818
1479,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_09_05-R3",DOE Joint Genome Institute  (JGI),3300033161,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,323201248,505547
1480,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_08-R3",DOE Joint Genome Institute  (JGI),3300033162,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,318546313,456874
1481,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_12_05 R3",DOE Joint Genome Institute  (JGI),3300033164,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,296536633,468316
1482,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_04-R3",DOE Joint Genome Institute  (JGI),3300033165,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,370207894,584231
1483,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R3",DOE Joint Genome Institute  (JGI),3300033166,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,369318735,538627
1484,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_3_08-R3",DOE Joint Genome Institute  (JGI),3300033167,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,390259283,578261
1485,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_18_07-R1",DOE Joint Genome Institute  (JGI),3300033169,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,526856496,826242
1486,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_12_05 R1",DOE Joint Genome Institute  (JGI),3300033170,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,576157768,861411
1487,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_05-R3",DOE Joint Genome Institute  (JGI),3300033171,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,438356150,690475
1488,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_3_08-R1",DOE Joint Genome Institute  (JGI),3300033172,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,523310550,804798
1489,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_8_08-R1",DOE Joint Genome Institute  (JGI),3300033173,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,533876655,836301
1490,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_04-R1",DOE Joint Genome Institute  (JGI),3300033174,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,521743922,813041
1491,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R1",DOE Joint Genome Institute  (JGI),3300033175,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,536854289,834009
1492,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_27_06-R1",DOE Joint Genome Institute  (JGI),3300033176,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,517395148,817156
1493,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_09_05-R1",DOE Joint Genome Institute  (JGI),3300033177,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,560229448,856729
1494,,*Microbiome,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_05-R1",DOE Joint Genome Institute  (JGI),3300033178,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,,527821952,809056
1495,,*Microbiome,Permanent Draft,Microbial communities from various locations in Russia,"Mud volcano microbial communities from Karabetova Gora, Taman Peninsula, Russia - Taman1",Baltic Federal University,3300033232,Environmental,Terrestrial,Mud volcano,Unclassified,Unclassified,Microbial communities from various locations in Russia,,,,,,,,,Illumina HiSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Unclassified,Mud volcano,Unclassified,mud volcano,,,8,,423706693,770985
1496,,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Aceto Balsamico, Core 4573-23, AB, 12-15 cm re-analysis",Michigan State University,3300033388,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",,,,,,,,,Illumina HiSeq 4000,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,,700752333,886388
1497,,*Microbiome,Permanent Draft,"Lab enriched peat soil microbial communities from two peatlands near Ithaca, NY, United States","Lab enriched peat soil microbial communities from McLean, Ithaca, NY, United States - MB29MY",DOE Joint Genome Institute  (JGI),3300033405,Environmental,Terrestrial,Soil,Wetlands,Peat,"Lab enriched peat soil microbial communities from two peatlands near Ithaca, NY, United States",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,,3110244180,4898838
1498,,*Microbiome,Permanent Draft,Wetland soil microbial communities from various locations,"Wetland soil microbial communities from Old Woman Creek delta, Ohio, United States - OWC_soil_day20_CT",DOE Joint Genome Institute  (JGI),3300033406,Environmental,Terrestrial,Soil,Wetlands,Unclassified,Wetland soil microbial communities from various locations,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,1814136492,4318649
1499,,*Microbiome,Permanent Draft,Wetland soil microbial communities from various locations,"Wetland soil microbial communities from Old Woman Creek delta, Ohio, United States - OWC_soil_day20_noCT",DOE Joint Genome Institute  (JGI),3300033408,Environmental,Terrestrial,Soil,Wetlands,Unclassified,Wetland soil microbial communities from various locations,,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,4779283942,11643922
1500,,*Microbiome,Permanent Draft,"Wetland microbial communities from Old Woman Creek delta, Ohio, USA","Wetland soil microbial communities from Old Woman Creek delta, Ohio, United States - OWC_Aug_M1_C1_D4_B",DOE Joint Genome Institute  (JGI),3300033414,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Wetland microbial communities from Old Woman Creek delta, Ohio, USA",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,4272864670,10656615
1501,,*Microbiome,Permanent Draft,"Wetland microbial communities from Old Woman Creek delta, Ohio, USA","Wetland soil microbial communities from Old Woman Creek delta, Ohio, United States - OWC_Aug_OW2_C1_D5_C",DOE Joint Genome Institute  (JGI),3300033416,Environmental,Terrestrial,Soil,Wetlands,Unclassified,"Wetland microbial communities from Old Woman Creek delta, Ohio, USA",,,,,,,,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,,6019229011,13632511
